"menu_item_id","region","crust","size","variable","value","radius","area","px_inc"
" 2116735","Midwest","thin","16","zero_topping_px","15"," 8","201","0.077"
"  723604","Northeast","thin","16","three_topping_px","16"," 8","201","0.081"
"10601561","West","deep dish","18","one_topping_px","14"," 9","254","0.055"
" 9838714","West","thin","10","three_topping_px","13"," 5"," 79","0.171"
" 9346128","West","thin","14","two_topping_px"," 9"," 7","154","0.062"
" 8671040","Midwest","deep dish","12","four_topping_px","13"," 6","113","0.119"
" 7923928","Midwest","hand-tossed","14","four_topping_px","17"," 7","154","0.110"
" 8242658","South","thin","10","one_topping_px"," 7"," 5"," 79","0.089"
" 3395007","West","thin","16","two_topping_px","14"," 8","201","0.071"
" 8419761","Midwest","deep dish","12","zero_topping_px","13"," 6","113","0.115"
" 6820839","South","stuffed","12","one_topping_px","16"," 6","113","0.139"
" 3392240","West","thin","13","one_topping_px","10"," 6","133","0.075"
"10466607","South","hand-tossed","10","four_topping_px"," 7"," 5"," 79","0.089"
" 6380608","Midwest","stuffed","14","two_topping_px","18"," 7","154","0.114"
" 8205114","Northeast","thin","16","three_topping_px","18"," 8","201","0.092"
"  565169","Midwest","thin","10","zero_topping_px"," 8"," 5"," 79","0.102"
" 1668212","Midwest","deep dish","16","three_topping_px","20"," 8","201","0.102"
" 9949588","Midwest","deep dish","16","zero_topping_px","19"," 8","201","0.094"
" 8721457","Midwest","thin","18","three_topping_px","18"," 9","254","0.071"
" 2903339","Midwest","thin","12","four_topping_px","14"," 6","113","0.124"
"  281810","Midwest","thin","14","one_topping_px","20"," 7","154","0.128"
" 7976514","Midwest","stuffed","12","one_topping_px","18"," 6","113","0.157"
" 9818801","South","hand-tossed","18","one_topping_px","36"," 9","254","0.141"
" 8671038","Midwest","thin","12","one_topping_px","11"," 6","113","0.097"
"  104142","West","thin","16","four_topping_px","22"," 8","201","0.112"
" 4925734","Northeast","thin","14","zero_topping_px","10"," 7","154","0.068"
"10711745","Midwest","thin","16","zero_topping_px","17"," 8","201","0.085"
" 4975051","Midwest","stuffed","10","zero_topping_px","13"," 5"," 79","0.162"
" 8019785","Northeast","thin","18","zero_topping_px","18"," 9","254","0.069"
" 6190654","Midwest","thin","16","one_topping_px","18"," 8","201","0.088"
" 8888398","Midwest","thin","10","one_topping_px","14"," 5"," 79","0.185"
"   63746","Midwest","thin","16","three_topping_px","22"," 8","201","0.108"
"10291683","Midwest","thin","18","four_topping_px","20"," 9","254","0.077"
" 2954837","Midwest","stuffed","14","four_topping_px","19"," 7","154","0.123"
" 9113248","Midwest","thin","12","three_topping_px"," 6"," 6","113","0.053"
" 3720670","Midwest","stuffed","16","four_topping_px","17"," 8","201","0.083"
" 9205824","Midwest","stuffed"," 9","one_topping_px","17"," 4"," 64","0.260"
" 3718404","West","hand-tossed","12","one_topping_px","10"," 6","113","0.093"
"   77881","Midwest","thin","14","one_topping_px","14"," 7","154","0.088"
" 9388496","Northeast","thin","22","three_topping_px","14","11","380","0.037"
"  391701","Northeast","stuffed","14","three_topping_px","19"," 7","154","0.127"
" 8633665","Midwest","deep dish","14","two_topping_px","10"," 7","154","0.062"
"  349714","Midwest","thin","12","zero_topping_px"," 8"," 6","113","0.071"
"11867949","Northeast","thin","16","two_topping_px","14"," 8","201","0.070"
"10561225","Midwest","stuffed","14","four_topping_px","16"," 7","154","0.107"
"   41709","Midwest","thin","12","one_topping_px","11"," 6","113","0.093"
" 4597717","Midwest","stuffed","14","four_topping_px","19"," 7","154","0.123"
"10193441","Midwest","hand-tossed","14","zero_topping_px","13"," 7","154","0.084"
" 8063950","South","stuffed","12","zero_topping_px","16"," 6","113","0.141"
" 9400856","Midwest","thin","14","zero_topping_px","13"," 7","154","0.085"
"10499421","Midwest","hand-tossed","14","zero_topping_px","11"," 7","154","0.071"
"10375917","South","thin","14","four_topping_px","12"," 7","154","0.078"
" 9818801","South","hand-tossed","10","two_topping_px","17"," 5"," 79","0.216"
"  270279","Midwest","stuffed","12","two_topping_px","13"," 6","113","0.115"
" 9847011","Midwest","thin","12","zero_topping_px","10"," 6","113","0.093"
" 1524484","Midwest","stuffed","12","three_topping_px","20"," 6","113","0.175"
" 7128920","South","deep dish","12","four_topping_px","17"," 6","113","0.150"
" 1686383","Midwest","stuffed","14","three_topping_px","15"," 7","154","0.097"
" 9591460","Midwest","thin","12","three_topping_px","13"," 6","113","0.115"
"11766011","Midwest","thin","14","two_topping_px","13"," 7","154","0.084"
" 2598267","West","thin","16","one_topping_px","13"," 8","201","0.067"
" 9996937","Northeast","hand-tossed","12","zero_topping_px","10"," 6","113","0.093"
" 8365952","South","thin","10","zero_topping_px"," 7"," 5"," 79","0.095"
" 9620771","Midwest","thin","12","four_topping_px","18"," 6","113","0.159"
" 2280807","Midwest","thin","10","four_topping_px"," 7"," 5"," 79","0.089"
" 9380918","South","thin","10","zero_topping_px"," 7"," 5"," 79","0.088"
"10071916","West","thin","12","zero_topping_px","21"," 6","113","0.182"
" 7780035","South","thin","14","two_topping_px","12"," 7","154","0.081"
" 2528716","Midwest","hand-tossed","16","two_topping_px","24"," 8","201","0.122"
" 9723248","South","hand-tossed","14","two_topping_px","18"," 7","154","0.114"
"   75774","Midwest","thin","14","zero_topping_px","12"," 7","154","0.080"
" 8601376","Midwest","deep dish","10","one_topping_px","15"," 5"," 79","0.190"
" 6561634","Midwest","thin","14","zero_topping_px","14"," 7","154","0.088"
" 8451966","Midwest","thin","12","zero_topping_px"," 9"," 6","113","0.082"
"10018982","South","thin","14","four_topping_px","12"," 7","154","0.078"
"10131081","South","hand-tossed","10","three_topping_px"," 7"," 5"," 79","0.089"
" 8408681","Midwest","deep dish","17","zero_topping_px","15"," 8","227","0.066"
"  113896","Midwest","thin","12","four_topping_px","15"," 6","113","0.133"
"10621587","South","thin","10","one_topping_px"," 6"," 5"," 79","0.076"
" 9093557","Midwest","stuffed","18","four_topping_px","34"," 9","254","0.133"
"10344394","Midwest","thin","14","two_topping_px","11"," 7","154","0.071"
"  349714","Midwest","thin","16","four_topping_px","13"," 8","201","0.065"
" 6335721","Midwest","stuffed","16","zero_topping_px","28"," 8","201","0.139"
" 2454023","West","deep dish","12","three_topping_px","16"," 6","113","0.146"
" 2017596","Midwest","thin","18","two_topping_px","20"," 9","254","0.077"
" 7978391","South","thin","16","four_topping_px","24"," 8","201","0.121"
" 8557425","Midwest","thin","14","two_topping_px","13"," 7","154","0.084"
"11838319","West","hand-tossed","18","two_topping_px","20"," 9","254","0.078"
"10115956","West","stuffed","12","three_topping_px","15"," 6","113","0.130"
" 9480504","South","hand-tossed","14","one_topping_px","12"," 7","154","0.076"
"10148408","South","thin","14","zero_topping_px","12"," 7","154","0.081"
" 3287318","West","thin","10","zero_topping_px","30"," 5"," 79","0.382"
" 9617645","South","deep dish","18","three_topping_px","23"," 9","254","0.090"
" 9813859","South","hand-tossed","14","four_topping_px","16"," 7","154","0.104"
"  985514","West","hand-tossed","14","three_topping_px","17"," 7","154","0.108"
" 9773082","Midwest","stuffed","14","three_topping_px","17"," 7","154","0.110"
" 9526584","Northeast","thin","16","two_topping_px","18"," 8","201","0.089"
" 9715120","Midwest","thin","12","two_topping_px","16"," 6","113","0.143"
" 3067040","Northeast","hand-tossed","14","zero_topping_px","14"," 7","154","0.089"
" 9798655","West","hand-tossed","28","three_topping_px","31","14","616","0.050"
" 9799900","Midwest","thin","14","one_topping_px","13"," 7","154","0.084"
" 3135524","Midwest","thin","20","three_topping_px","20","10","314","0.064"
"10223782","Midwest","stuffed","12","three_topping_px","33"," 6","113","0.293"
" 9575076","Northeast","thin","16","zero_topping_px","18"," 8","201","0.090"
" 1467047","Midwest","thin","12","four_topping_px","15"," 6","113","0.137"
"10131081","South","hand-tossed","16","zero_topping_px","12"," 8","201","0.062"
" 9394270","Midwest","stuffed","12","one_topping_px","13"," 6","113","0.115"
"   22553","Midwest","thin","10","one_topping_px"," 9"," 5"," 79","0.118"
" 8519321","West","thin","17","one_topping_px","19"," 8","227","0.082"
"10601560","West","hand-tossed","14","two_topping_px"," 8"," 7","154","0.052"
" 9943024","Midwest","thin","16","four_topping_px","14"," 8","201","0.069"
" 8612255","Midwest","thin","12","zero_topping_px","10"," 6","113","0.091"
"   25464","Midwest","thin","18","four_topping_px","23"," 9","254","0.089"
" 1501144","Midwest","thin","16","three_topping_px","20"," 8","201","0.099"
" 9589948","Midwest","thin","16","two_topping_px","15"," 8","201","0.076"
"10071916","West","hand-tossed","12","one_topping_px","21"," 6","113","0.182"
"11090583","Midwest","thin","14","four_topping_px","15"," 7","154","0.099"
" 8379368","Midwest","deep dish","12","zero_topping_px","13"," 6","113","0.115"
" 8680403","South","hand-tossed","10","zero_topping_px"," 9"," 5"," 79","0.114"
" 1954851","Midwest","thin","16","two_topping_px","15"," 8","201","0.076"
" 9871778","Midwest","hand-tossed","12","zero_topping_px","23"," 6","113","0.203"
" 5736192","South","thin","14","three_topping_px","11"," 7","154","0.071"
" 6533071","Midwest","thin","18","three_topping_px","19"," 9","254","0.075"
" 1524483","Midwest","thin","20","zero_topping_px","25","10","314","0.080"
" 1666683","Midwest","stuffed","12","two_topping_px","15"," 6","113","0.133"
"10291685","Midwest","stuffed","12","one_topping_px","17"," 6","113","0.150"
" 8935833","Midwest","thin","10","three_topping_px"," 9"," 5"," 79","0.114"
"11871725","West","hand-tossed","14","zero_topping_px","14"," 7","154","0.091"
" 8697886","West","hand-tossed","12","two_topping_px"," 9"," 6","113","0.080"
"10641670","Northeast","hand-tossed","14","zero_topping_px","18"," 7","154","0.117"
"   16691","Midwest","thin","13","three_topping_px","16"," 6","133","0.118"
" 1424388","Midwest","stuffed","12","one_topping_px","16"," 6","113","0.144"
"  110820","West","thin","12","three_topping_px","20"," 6","113","0.173"
" 8714287","Northeast","hand-tossed","12","two_topping_px"," 9"," 6","113","0.079"
" 9114020","Midwest","hand-tossed","12","three_topping_px"," 6"," 6","113","0.053"
"10821660","Midwest","deep dish","14","three_topping_px","16"," 7","154","0.104"
" 9001822","West","hand-tossed","14","three_topping_px","16"," 7","154","0.104"
" 2453277","West","thin","16","zero_topping_px","18"," 8","201","0.091"
"  723235","Midwest","thin","18","zero_topping_px","18"," 9","254","0.071"
" 8671038","Midwest","thin","16","three_topping_px","15"," 8","201","0.075"
" 7754211","Midwest","thin","16","zero_topping_px","14"," 8","201","0.070"
" 9935826","West","thin","16","four_topping_px","15"," 8","201","0.076"
" 6163171","Northeast","stuffed","16","four_topping_px","26"," 8","201","0.129"
" 9871779","Midwest","hand-tossed","12","one_topping_px","27"," 6","113","0.239"
" 7847687","Midwest","hand-tossed","10","one_topping_px","21"," 5"," 79","0.265"
" 8877093","South","thin","16","three_topping_px","12"," 8","201","0.060"
" 9949653","Midwest","thin","10","four_topping_px"," 5"," 5"," 79","0.063"
"10447813","South","thin","14","one_topping_px","13"," 7","154","0.082"
" 9807196","South","hand-tossed","14","two_topping_px","11"," 7","154","0.071"
" 7257453","Midwest","thin","16","four_topping_px","32"," 8","201","0.159"
" 8629561","Midwest","thin","12","one_topping_px"," 9"," 6","113","0.083"
" 3392240","West","thin","28","three_topping_px","29","14","616","0.047"
"  621927","Midwest","thin","10","two_topping_px","11"," 5"," 79","0.140"
" 9262591","South","hand-tossed","14","three_topping_px","13"," 7","154","0.088"
"10313207","South","thin","16","one_topping_px","13"," 8","201","0.065"
"10617765","Midwest","hand-tossed","14","four_topping_px","14"," 7","154","0.089"
" 9336455","West","thin","10","zero_topping_px"," 8"," 5"," 79","0.102"
" 1744493","Midwest","stuffed","18","zero_topping_px","22"," 9","254","0.086"
" 9871779","Midwest","thin","10","two_topping_px","27"," 5"," 79","0.344"
" 8427388","West","thin","10","three_topping_px","15"," 5"," 79","0.190"
" 2029421","Midwest","thin","14","zero_topping_px","13"," 7","154","0.083"
" 9995929","Midwest","stuffed"," 8","four_topping_px"," 8"," 4"," 50","0.162"
" 8992897","Midwest","thin","16","zero_topping_px","14"," 8","201","0.070"
"10029045","Northeast","thin","16","zero_topping_px","11"," 8","201","0.053"
"10617765","Midwest","hand-tossed","18","two_topping_px","18"," 9","254","0.071"
"10711988","Midwest","thin","10","two_topping_px"," 7"," 5"," 79","0.095"
" 1392058","Midwest","thin","12","four_topping_px","16"," 6","113","0.140"
" 8726362","West","thin","16","zero_topping_px","15"," 8","201","0.075"
" 7978391","South","thin","12","three_topping_px","19"," 6","113","0.166"
" 8739335","Midwest","thin","10","three_topping_px","11"," 5"," 79","0.142"
" 8887659","South","thin","12","zero_topping_px","14"," 6","113","0.124"
" 9641954","West","thin","12","zero_topping_px"," 7"," 6","113","0.062"
"10251279","Midwest","stuffed","14","three_topping_px","23"," 7","154","0.149"
" 9104933","Midwest","hand-tossed","14","zero_topping_px","13"," 7","154","0.084"
" 6478876","Midwest","thin","10","four_topping_px","13"," 5"," 79","0.165"
" 9352224","South","thin","12","three_topping_px","10"," 6","113","0.088"
" 1884723","Midwest","deep dish","12","zero_topping_px","12"," 6","113","0.110"
"11992716","South","hand-tossed"," 8","four_topping_px"," 7"," 4"," 50","0.139"
" 8869744","Midwest","hand-tossed","14","one_topping_px","10"," 7","154","0.065"
"  706031","West","thin","12","three_topping_px","17"," 6","113","0.155"
" 9258413","Midwest","thin","12","four_topping_px","20"," 6","113","0.175"
" 1839059","Northeast","hand-tossed","12","two_topping_px","10"," 6","113","0.088"
" 9159536","Midwest","thin","18","one_topping_px","12"," 9","254","0.047"
" 9114532","Midwest","thin","18","zero_topping_px","12"," 9","254","0.047"
" 1624318","West","hand-tossed","16","zero_topping_px","19"," 8","201","0.093"
" 7814246","West","stuffed","18","two_topping_px","24"," 9","254","0.094"
" 8390047","Midwest","thin","10","two_topping_px","12"," 5"," 79","0.152"
"  523914","Northeast","hand-tossed","16","zero_topping_px","19"," 8","201","0.094"
"10458477","Midwest","stuffed","12","three_topping_px","16"," 6","113","0.139"
" 8324733","Northeast","thin","14","zero_topping_px","12"," 7","154","0.078"
" 7010604","Northeast","hand-tossed","14","one_topping_px","12"," 7","154","0.081"
" 8961481","Northeast","stuffed","16","zero_topping_px","15"," 8","201","0.075"
"  842510","Midwest","thin","14","one_topping_px","24"," 7","154","0.156"
" 8772695","Northeast","hand-tossed","16","four_topping_px","14"," 8","201","0.070"
" 6985692","Midwest","deep dish","12","zero_topping_px","13"," 6","113","0.115"
" 8498716","South","thin","14","zero_topping_px","11"," 7","154","0.071"
"   77849","Midwest","stuffed","14","four_topping_px","29"," 7","154","0.187"
" 5736192","South","thin","10","three_topping_px"," 7"," 5"," 79","0.089"
"10473447","Midwest","stuffed","16","four_topping_px","25"," 8","201","0.124"
" 9523486","Midwest","thin","12","three_topping_px","16"," 6","113","0.139"
"10523577","South","thin","16","three_topping_px","12"," 8","201","0.060"
" 1663109","Midwest","thin","16","two_topping_px","19"," 8","201","0.092"
" 3741983","Northeast","thin","10","zero_topping_px"," 6"," 5"," 79","0.083"
"  605598","West","hand-tossed","18","three_topping_px","20"," 9","254","0.080"
" 9001822","West","thin","14","four_topping_px","17"," 7","154","0.114"
"  139635","Midwest","thin","14","four_topping_px","22"," 7","154","0.145"
"  518595","Midwest","stuffed","16","zero_topping_px","26"," 8","201","0.130"
" 9950896","West","thin","16","three_topping_px","17"," 8","201","0.085"
" 1956274","Midwest","deep dish","14","zero_topping_px","17"," 7","154","0.109"
" 2017596","Midwest","thin","18","one_topping_px","18"," 9","254","0.069"
" 9815531","Northeast","thin","14","three_topping_px","11"," 7","154","0.073"
"  495727","West","thin","16","zero_topping_px","14"," 8","201","0.070"
" 1616858","South","thin","10","two_topping_px"," 8"," 5"," 79","0.102"
