"crust","size","value","px_inc"
"stuffed","12","24","0.211"
"stuffed","12","18","0.159"
"stuffed","15","18","0.102"
"stuffed","12","16","0.145"
"stuffed","10","11","0.140"
"stuffed","16","23","0.114"
"stuffed","10","16","0.210"
"stuffed","10","14","0.184"
"stuffed","12","14","0.119"
"stuffed","14","20","0.131"
"stuffed","12","14","0.124"
"stuffed","16","17","0.085"
"stuffed","10","12","0.152"
"stuffed","14","17","0.112"
"stuffed"," 8","13","0.266"
"stuffed","10","11","0.143"
"stuffed","12","12","0.107"
"stuffed","14","28","0.182"
"stuffed","18","23","0.090"
"stuffed","14","16","0.101"
"stuffed","14","19","0.126"
"stuffed","14","19","0.123"
"stuffed","16","21","0.103"
"stuffed","12","18","0.159"
"stuffed","10","14","0.179"
"stuffed","16","17","0.085"
"stuffed","16","16","0.080"
"stuffed","16","19","0.093"
"stuffed","12","18","0.159"
"stuffed","12","16","0.137"
"stuffed","14","21","0.135"
"stuffed","14","15","0.097"
"stuffed","14","28","0.185"
"stuffed","12","16","0.144"
"stuffed","18","20","0.079"
"stuffed","24","30","0.066"
"stuffed","12","13","0.112"
"stuffed","16","24","0.117"
"stuffed","14","20","0.130"
"stuffed","14","15","0.097"
"stuffed","10","19","0.242"
"stuffed","10","21","0.267"
"stuffed","16","23","0.114"
"stuffed","18","22","0.086"
"stuffed","10","18","0.229"
"stuffed","10","11","0.142"
"stuffed","10","16","0.204"
"stuffed","10","14","0.175"
"stuffed","12","15","0.137"
"stuffed","14","18","0.117"
"stuffed","12","18","0.164"
"stuffed","10","12","0.150"
"stuffed","12","23","0.203"
"stuffed","10","14","0.175"
"stuffed","14","22","0.146"
"stuffed","14","15","0.097"
"stuffed","14","19","0.121"
"stuffed","12","20","0.176"
"stuffed","14","15","0.101"
"stuffed","16","19","0.096"
"stuffed","12","15","0.130"
"stuffed","12","14","0.119"
"stuffed","10","14","0.181"
"stuffed","14","18","0.117"
"stuffed","12","16","0.141"
"stuffed","12","26","0.230"
"stuffed","12","20","0.177"
"stuffed","12","14","0.126"
"stuffed","10","12","0.156"
"stuffed","16","19","0.094"
"stuffed","14","19","0.123"
"stuffed","14","22","0.140"
"stuffed","12","15","0.133"
"stuffed","10","12","0.155"
"stuffed","12","14","0.119"
"stuffed","14","16","0.101"
"stuffed","14","19","0.122"
"stuffed","14","16","0.106"
"stuffed","10"," 7","0.089"
"stuffed","14","19","0.123"
